"Map","Archetype","Hash","Kind","Ytyp","Asset","Texture","Physics","Status"
"chapadao","hash_B3B7F4E9","HASH_B3B7F4E9","unknown","","","","","native_or_missing"
"chapadao","hash_833BEF92","HASH_833BEF92","unknown","","","","","native_or_missing"
"chapadao","hash_6F81481D","HASH_6F81481D","unknown","","","","","native_or_missing"
"chapadao","hash_B8DADACB","HASH_B8DADACB","unknown","","","","","native_or_missing"
"chapadao","hash_B424DCBD","HASH_B424DCBD","unknown","","","","","native_or_missing"
"chapadao","hash_BA07360D","HASH_BA07360D","unknown","","","","","native_or_missing"
"chapadao","hash_52498B38","HASH_52498B38","unknown","","","","","native_or_missing"
"chapadao","hash_EDF5CD3C","HASH_EDF5CD3C","unknown","","","","","native_or_missing"
"chapadao","hash_7B6E6C4A","HASH_7B6E6C4A","unknown","","","","","native_or_missing"
"chapadao","hash_04D11F2B","HASH_04D11F2B","unknown","","","","","native_or_missing"
"chapadao","hash_EDA770F8","HASH_EDA770F8","unknown","","","","","native_or_missing"
"chapadao","hash_DE2E5E77","HASH_DE2E5E77","unknown","","","","","native_or_missing"
"chapadao","hash_B355B730","HASH_B355B730","unknown","","","","","native_or_missing"
"chapadao","hash_C7867088","HASH_C7867088","unknown","","","","","native_or_missing"
"chapadao","hash_16BF23CD","HASH_16BF23CD","unknown","","","","","native_or_missing"
"chapadao","hash_83A5DD52","HASH_83A5DD52","unknown","","","","","native_or_missing"
"chapadao","hash_E1A155E2","HASH_E1A155E2","unknown","","","","","native_or_missing"
"chapadao","hash_EF3FF11F","HASH_EF3FF11F","unknown","","","","","native_or_missing"
"chapadao","hash_D2D23844","HASH_D2D23844","unknown","","","","","native_or_missing"
"chapadao","hash_250A3330","HASH_250A3330","unknown","","","","","native_or_missing"
"chapadao","hash_DEBB40C5","HASH_DEBB40C5","unknown","","","","","native_or_missing"
"chapadao","hash_E67C1F89","HASH_E67C1F89","unknown","","","","","native_or_missing"
"chapadao","hash_875C2079","HASH_875C2079","unknown","","","","","native_or_missing"
"chapadao","hash_EF4A7058","HASH_EF4A7058","unknown","","","","","native_or_missing"
"chapadao","hash_B12217B3","HASH_B12217B3","unknown","","","","","native_or_missing"
"chapadao","hash_183B2223","HASH_183B2223","unknown","","","","","native_or_missing"
"chapadao","hash_A0037EA2","HASH_A0037EA2","unknown","","","","","native_or_missing"
"chapadao","hash_40BE41D1","HASH_40BE41D1","unknown","","","","","native_or_missing"
"chapadao","hash_3DBD3082","HASH_3DBD3082","unknown","","","","","native_or_missing"
"chapadao","hash_20B56CBC","HASH_20B56CBC","unknown","","","","","native_or_missing"
"chapadao","hash_5DB72489","HASH_5DB72489","unknown","","","","","native_or_missing"
"chapadao","hash_FD37DA8B","HASH_FD37DA8B","direct","","[ydr]\casa66vb.ydr","","","matched"
"chapadao","hash_FD37DA8B","HASH_FD37DA8B","Drawable","[ydr]\barracoqs10.ytyp","hash_FD37DA8B","hash_29E5B098","hash_FD37DA8B","defined"
"chapadao","hash_EB3EB1C0","HASH_EB3EB1C0","direct","","[ydr]\quebradashop63.ydr","","","matched"
"chapadao","hash_EB3EB1C0","HASH_EB3EB1C0","Drawable","[ytyp]\favela_quebradashop.ytyp","hash_EB3EB1C0","hash_5BD1F89C","hash_EB3EB1C0","defined"
"chapadao","hash_4563E4E1","HASH_4563E4E1","direct","","[ydr]\quebradashop51.ydr","","","matched"
"chapadao","hash_4563E4E1","HASH_4563E4E1","Drawable","[ytyp]\favela_quebradashop.ytyp","hash_4563E4E1","hash_DAC99FC2","hash_4563E4E1","defined"
"chapadao","hash_097A885D","HASH_097A885D","direct","","[ydr]\quebradashop57a.ydr","","","matched"
"chapadao","hash_097A885D","HASH_097A885D","Drawable","[ytyp]\favela_quebradashop.ytyp","hash_097A885D","hash_29E5B098","hash_097A885D","defined"
"chapadao","hash_7168BD32","HASH_7168BD32","direct","","[ydr]\quebradashop59.ydr","","","matched"
"chapadao","hash_7168BD32","HASH_7168BD32","Drawable","[ytyp]\favela_quebradashop.ytyp","hash_7168BD32","hash_29E5B098","hash_7168BD32","defined"
"chapadao","hash_03B2501E","HASH_03B2501E","direct","","[ydr]\casa85vb.ydr","","","matched"
"chapadao","hash_03B2501E","HASH_03B2501E","Drawable","[ydr]\barracoqs10.ytyp","hash_03B2501E","hash_29E5B098","hash_03B2501E","defined"
"chapadao","hash_E11C9D7C","HASH_E11C9D7C","direct","","[ydr]\quebradashop62.ydr","","","matched"
"chapadao","hash_E11C9D7C","HASH_E11C9D7C","Drawable","[ytyp]\favela_quebradashop.ytyp","hash_E11C9D7C","hash_5BD1F89C","hash_E11C9D7C","defined"
"chapadao","hash_82147CF5","HASH_82147CF5","direct","","[ydr]\comercio14vb.ydr","","","matched"
"chapadao","hash_82147CF5","HASH_82147CF5","Drawable","[ydr]\barracoqs10.ytyp","hash_82147CF5","hash_29E5B098","hash_82147CF5","defined"
"chapadao","hash_8335C6E2","HASH_8335C6E2","direct","","[ydr]\comercio16vb.ydr","","","matched"
"chapadao","hash_8335C6E2","HASH_8335C6E2","Drawable","[ydr]\barracoqs10.ytyp","hash_8335C6E2","hash_29E5B098","hash_8335C6E2","defined"
"chapadao","hash_63F9FB29","HASH_63F9FB29","direct","","[ydr]\1quebradashop_predinho2.ydr","","","matched"
"chapadao","hash_63F9FB29","HASH_63F9FB29","Drawable","[ytyp]\favela_quebradashop.ytyp","hash_63F9FB29","hash_29E5B098","hash_63F9FB29","defined"
"chapadao","hash_A71E6B61","HASH_A71E6B61","direct","","[ydr]\predinho12vb.ydr","","","matched"
"chapadao","hash_A71E6B61","HASH_A71E6B61","Drawable","[ydr]\barracoqs10.ytyp","hash_A71E6B61","hash_B77608F1","hash_A71E6B61","defined"
"chapadao","hash_4181E6F1","HASH_4181E6F1","direct","","[ydr]\predinho12vb1.ydr","","","matched"
"chapadao","hash_4181E6F1","HASH_4181E6F1","Drawable","[ydr]\barracoqs10.ytyp","hash_4181E6F1","hash_B77608F1","hash_4181E6F1","defined"
"chapadao","hash_897EF6EA","HASH_897EF6EA","direct","","[ydr]\predinho12vb2.ydr","","","matched"
"chapadao","hash_897EF6EA","HASH_897EF6EA","Drawable","[ydr]\barracoqs10.ytyp","hash_897EF6EA","hash_B77608F1","hash_897EF6EA","defined"
"chapadao","hash_5AC59978","HASH_5AC59978","direct","","[ydr]\predinho12vb3.ydr","","","matched"
"chapadao","hash_5AC59978","HASH_5AC59978","Drawable","[ydr]\barracoqs10.ytyp","hash_5AC59978","hash_B77608F1","hash_5AC59978","defined"
"chapadao","hash_FFE2258D","HASH_FFE2258D","direct","","[ydr]\casa92vb.ydr","","","matched"
"chapadao","hash_FFE2258D","HASH_FFE2258D","Drawable","[ydr]\barracoqs10.ytyp","hash_FFE2258D","hash_29E5B098","hash_FFE2258D","defined"
"chapadao","hash_018BA7A9","HASH_018BA7A9","direct","","[ydr]\casa91vb.ydr","","","matched"
"chapadao","hash_018BA7A9","HASH_018BA7A9","Drawable","[ydr]\barracoqs10.ytyp","hash_018BA7A9","hash_29E5B098","hash_018BA7A9","defined"
"chapadao","hash_0658DF2E","HASH_0658DF2E","direct","","[ydr]\qsbarraco84a.ydr","","","matched"
"chapadao","hash_0658DF2E","HASH_0658DF2E","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_0658DF2E","hash_DAC99FC2","hash_0658DF2E","defined"
"chapadao","hash_02587B10","HASH_02587B10","direct","","[ydr]\casa119vb.ydr","","","matched"
"chapadao","hash_02587B10","HASH_02587B10","Drawable","[ydr]\barracoqs10.ytyp","hash_02587B10","hash_29E5B098","hash_02587B10","defined"
"chapadao","hash_BA4A4AE0","HASH_BA4A4AE0","direct","","[ydr]\comercio10vb.ydr","","","matched"
"chapadao","hash_BA4A4AE0","HASH_BA4A4AE0","Drawable","[ydr]\barracoqs10.ytyp","hash_BA4A4AE0","hash_29E5B098","hash_BA4A4AE0","defined"
"chapadao","hash_BBD45210","HASH_BBD45210","direct","","[ydr]\quebradashop58.ydr","","","matched"
"chapadao","hash_BBD45210","HASH_BBD45210","Drawable","[ytyp]\favela_quebradashop.ytyp","hash_BBD45210","hash_29E5B098","hash_BBD45210","defined"
"chapadao","hash_5AB33561","HASH_5AB33561","direct","","[ydr]\qs_escada4.ydr","","","matched"
"chapadao","hash_5AB33561","HASH_5AB33561","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_5AB33561","hash_5BD1F89C","hash_5AB33561","defined"
"chapadao","hash_EF40DE7E","HASH_EF40DE7E","direct","","[ydr]\qs_escada2.ydr","","","matched"
"chapadao","hash_EF40DE7E","HASH_EF40DE7E","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_EF40DE7E","hash_5BD1F89C","hash_EF40DE7E","defined"
"chapadao","hash_6C6E58D7","HASH_6C6E58D7","direct","","[ydr]\qs_escada3.ydr","","","matched"
"chapadao","hash_6C6E58D7","HASH_6C6E58D7","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_6C6E58D7","hash_5BD1F89C","hash_6C6E58D7","defined"
"chapadao","hash_69D5611D","HASH_69D5611D","direct","","[ydr]\basevb9.ydr","","","matched"
"chapadao","hash_69D5611D","HASH_69D5611D","Drawable","[ydr]\barracoqs10.ytyp","hash_69D5611D","hash_29E5B098","hash_69D5611D","defined"
"chapadao","hash_C6A6D35F","HASH_C6A6D35F","direct","","[ydr]\qsbarraco37a.ydr","","","matched"
"chapadao","hash_C6A6D35F","HASH_C6A6D35F","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_C6A6D35F","hash_DAC99FC2","hash_C6A6D35F","defined"
"chapadao","hash_D79C4412","HASH_D79C4412","direct","","[ydr]\quebradashopmurograde.ydr","","","matched"
"chapadao","hash_D79C4412","HASH_D79C4412","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_D79C4412","hash_5BD1F89C","hash_D79C4412","defined"
"chapadao","hash_D99E1120","HASH_D99E1120","direct","","[ydr]\quebradashop63a.ydr","","","matched"
"chapadao","hash_D99E1120","HASH_D99E1120","Drawable","[ytyp]\favela_quebradashop.ytyp","hash_D99E1120","hash_29E5B098","hash_D99E1120","defined"
"chapadao","hash_BCC999B0","HASH_BCC999B0","direct","","[ydr]\qsbarraco57b.ydr","","","matched"
"chapadao","hash_BCC999B0","HASH_BCC999B0","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_BCC999B0","hash_DAC99FC2","hash_BCC999B0","defined"
"chapadao","hash_4A7950A6","HASH_4A7950A6","direct","","[ydr]\casa108vb.ydr","","","matched"
"chapadao","hash_4A7950A6","HASH_4A7950A6","Drawable","[ydr]\barracoqs10.ytyp","hash_4A7950A6","hash_29E5B098","hash_4A7950A6","defined"
"chapadao","hash_BBC3751E","HASH_BBC3751E","direct","","[ydr]\casa101vb.ydr","","","matched"
"chapadao","hash_BBC3751E","HASH_BBC3751E","Drawable","[ydr]\barracoqs10.ytyp","hash_BBC3751E","hash_29E5B098","hash_BBC3751E","defined"
"chapadao","hash_78CCE0F8","HASH_78CCE0F8","direct","","[ydr]\casa133vb.ydr","","","matched"
"chapadao","hash_78CCE0F8","HASH_78CCE0F8","Drawable","[ydr]\barracoqs10.ytyp","hash_78CCE0F8","hash_29E5B098","hash_78CCE0F8","defined"
"chapadao","hash_35E9B61E","HASH_35E9B61E","direct","","[ydr]\casa62vb.ydr","","","matched"
"chapadao","hash_35E9B61E","HASH_35E9B61E","Drawable","[ydr]\barracoqs10.ytyp","hash_35E9B61E","hash_29E5B098","hash_35E9B61E","defined"
"chapadao","hash_D8F927D9","HASH_D8F927D9","direct","","[ydr]\casa65vb.ydr","","","matched"
"chapadao","hash_D8F927D9","HASH_D8F927D9","Drawable","[ydr]\barracoqs10.ytyp","hash_D8F927D9","hash_29E5B098","hash_D8F927D9","defined"
"chapadao","hash_7BE40C07","HASH_7BE40C07","direct","","[ydr]\casa107vb.ydr","","","matched"
"chapadao","hash_7BE40C07","HASH_7BE40C07","Drawable","[ydr]\barracoqs10.ytyp","hash_7BE40C07","hash_29E5B098","hash_7BE40C07","defined"
"chapadao","hash_AA591D08","HASH_AA591D08","direct","","[ydr]\qsbarraco39b.ydr","","","matched"
"chapadao","hash_AA591D08","HASH_AA591D08","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_AA591D08","hash_DAC99FC2","hash_AA591D08","defined"
"chapadao","hash_69522829","HASH_69522829","direct","","[ydr]\quebradashop14.ydr","","","matched"
"chapadao","hash_69522829","HASH_69522829","Drawable","[ytyp]\favela_quebradashop.ytyp","hash_69522829","hash_5BD1F89C","hash_69522829","defined"
"chapadao","hash_32D709FB","HASH_32D709FB","direct","","[ydr]\casa156vb.ydr","","","matched"
"chapadao","hash_32D709FB","HASH_32D709FB","Drawable","[ydr]\barracoqs10.ytyp","hash_32D709FB","hash_29E5B098","hash_32D709FB","defined"
"chapadao","hash_96993008","HASH_96993008","direct","","[ydr]\qs28d.ydr","","","matched"
"chapadao","hash_96993008","HASH_96993008","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_96993008","hash_DAC99FC2","hash_96993008","defined"
"chapadao","hash_4D63C56D","HASH_4D63C56D","direct","","[ydr]\quebradashop1.ydr","","","matched"
"chapadao","hash_4D63C56D","HASH_4D63C56D","Drawable","[ytyp]\favela_quebradashop.ytyp","hash_4D63C56D","hash_DAC99FC2","hash_4D63C56D","defined"
"chapadao","hash_E8E69AA1","HASH_E8E69AA1","direct","","[ydr]\quebradashop60a.ydr","","","matched"
"chapadao","hash_E8E69AA1","HASH_E8E69AA1","Drawable","[ytyp]\favela_quebradashop.ytyp","hash_E8E69AA1","hash_29E5B098","hash_E8E69AA1","defined"
"chapadao","hash_4247668B","HASH_4247668B","direct","","[ydr]\quebradashop13b.ydr","","","matched"
"chapadao","hash_4247668B","HASH_4247668B","Drawable","[ytyp]\favela_quebradashop.ytyp","hash_4247668B","hash_29E5B098","hash_4247668B","defined"
"chapadao","hash_A3C0D9B9","HASH_A3C0D9B9","direct","","[ydr]\qs44a.ydr","","","matched"
"chapadao","hash_A3C0D9B9","HASH_A3C0D9B9","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_A3C0D9B9","hash_DAC99FC2","hash_A3C0D9B9","defined"
"chapadao","hash_CEB4381D","HASH_CEB4381D","direct","","[ydr]\qsbarraco52b.ydr","","","matched"
"chapadao","hash_CEB4381D","HASH_CEB4381D","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_CEB4381D","hash_DAC99FC2","hash_CEB4381D","defined"
"chapadao","hash_026ACFD0","HASH_026ACFD0","direct","","[ydr]\casa122vb.ydr","","","matched"
"chapadao","hash_026ACFD0","HASH_026ACFD0","Drawable","[ydr]\barracoqs10.ytyp","hash_026ACFD0","hash_29E5B098","hash_026ACFD0","defined"
"chapadao","hash_910A24F9","HASH_910A24F9","direct","","[ydr]\casa132vb.ydr","","","matched"
"chapadao","hash_910A24F9","HASH_910A24F9","Drawable","[ydr]\barracoqs10.ytyp","hash_910A24F9","hash_29E5B098","hash_910A24F9","defined"
"chapadao","hash_A9B6BA66","HASH_A9B6BA66","direct","","[ydr]\casa151vb.ydr","","","matched"
"chapadao","hash_A9B6BA66","HASH_A9B6BA66","Drawable","[ydr]\barracoqs10.ytyp","hash_A9B6BA66","hash_29E5B098","hash_A9B6BA66","defined"
"chapadao","hash_1D489733","HASH_1D489733","direct","","[ydr]\quebradashop37.ydr","","","matched"
"chapadao","hash_1D489733","HASH_1D489733","Drawable","[ytyp]\favela_quebradashop.ytyp","hash_1D489733","hash_DAC99FC2","hash_1D489733","defined"
"chapadao","hash_21FAC637","HASH_21FAC637","direct","","[ydr]\quebradashop8f.ydr","","","matched"
"chapadao","hash_21FAC637","HASH_21FAC637","Drawable","[ytyp]\favela_quebradashop.ytyp","hash_21FAC637","hash_5BD1F89C","hash_21FAC637","defined"
"chapadao","hash_AC47724C","HASH_AC47724C","direct","","[ydr]\qs25.ydr","","","matched"
"chapadao","hash_AC47724C","HASH_AC47724C","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_AC47724C","hash_DAC99FC2","hash_AC47724C","defined"
"chapadao","hash_22179E39","HASH_22179E39","direct","","[ydr]\quebradashop5g.ydr","","","matched"
"chapadao","hash_22179E39","HASH_22179E39","Drawable","[ytyp]\favela_quebradashop.ytyp","hash_22179E39","hash_DAC99FC2","hash_22179E39","defined"
"chapadao","hash_2CE93784","HASH_2CE93784","direct","","[ydr]\quebradashop40.ydr","","","matched"
"chapadao","hash_2CE93784","HASH_2CE93784","Drawable","[ytyp]\favela_quebradashop.ytyp","hash_2CE93784","hash_DAC99FC2","hash_2CE93784","defined"
"chapadao","hash_CB34C84B","HASH_CB34C84B","direct","","[ydr]\qs_escada4a.ydr","","","matched"
"chapadao","hash_CB34C84B","HASH_CB34C84B","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_CB34C84B","hash_5BD1F89C","hash_CB34C84B","defined"
"chapadao","hash_1FA5BE55","HASH_1FA5BE55","direct","","[ydr]\escada_02.ydr","","","matched"
"chapadao","hash_1FA5BE55","HASH_1FA5BE55","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_1FA5BE55","props","","defined"
"chapadao","hash_581A8DB6","HASH_581A8DB6","direct","","[ydr]\quebradashop45.ydr","","","matched"
"chapadao","hash_581A8DB6","HASH_581A8DB6","Drawable","[ytyp]\favela_quebradashop.ytyp","hash_581A8DB6","hash_DAC99FC2","hash_581A8DB6","defined"
"chapadao","hash_1EE39B49","HASH_1EE39B49","direct","","[ydr]\quebradashop48.ydr","","","matched"
"chapadao","hash_1EE39B49","HASH_1EE39B49","Drawable","[ytyp]\favela_quebradashop.ytyp","hash_1EE39B49","hash_DAC99FC2","hash_1EE39B49","defined"
"chapadao","hash_DFD47A70","HASH_DFD47A70","direct","","[ydr]\casa63vb.ydr","","","matched"
"chapadao","hash_DFD47A70","HASH_DFD47A70","Drawable","[ydr]\barracoqs10.ytyp","hash_DFD47A70","hash_29E5B098","hash_DFD47A70","defined"
"chapadao","hash_171BF68C","HASH_171BF68C","direct","","[ydr]\qsbarraco39a.ydr","","","matched"
"chapadao","hash_171BF68C","HASH_171BF68C","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_171BF68C","hash_DAC99FC2","hash_171BF68C","defined"
"chapadao","hash_FAAE5AA6","HASH_FAAE5AA6","direct","","[ydr]\quebradashop12f.ydr","","","matched"
"chapadao","hash_FAAE5AA6","HASH_FAAE5AA6","Drawable","[ytyp]\favela_quebradashop.ytyp","hash_FAAE5AA6","hash_5BD1F89C","hash_FAAE5AA6","defined"
"chapadao","hash_942C9E1B","HASH_942C9E1B","direct","","[ydr]\qsgrade.ydr","","","matched"
"chapadao","hash_942C9E1B","HASH_942C9E1B","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_942C9E1B","hash_DAC99FC2","hash_942C9E1B","defined"
"chapadao","hash_977282C9","HASH_977282C9","direct","","[ydr]\qsgrade3.ydr","","","matched"
"chapadao","hash_977282C9","HASH_977282C9","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_977282C9","hash_DAC99FC2","hash_977282C9","defined"
"chapadao","hash_A0F695EE","HASH_A0F695EE","direct","","[ydr]\casa54vb.ydr","","","matched"
"chapadao","hash_A0F695EE","HASH_A0F695EE","Drawable","[ydr]\barracoqs10.ytyp","hash_A0F695EE","hash_29E5B098","hash_A0F695EE","defined"
"chapadao","hash_66813155","HASH_66813155","direct","","[ydr]\quebradashop56a.ydr","","","matched"
"chapadao","hash_66813155","HASH_66813155","Drawable","[ytyp]\favela_quebradashop.ytyp","hash_66813155","hash_29E5B098","hash_66813155","defined"
"chapadao","hash_DA5A8233","HASH_DA5A8233","direct","","[ydr]\casa102vb.ydr","","","matched"
"chapadao","hash_DA5A8233","HASH_DA5A8233","Drawable","[ydr]\barracoqs10.ytyp","hash_DA5A8233","hash_29E5B098","hash_DA5A8233","defined"
"chapadao","hash_4C202068","HASH_4C202068","direct","","[ydr]\qsmurinho02.ydr","","","matched"
"chapadao","hash_4C202068","HASH_4C202068","Drawable","[ytyp]\favela_quebradashop.ytyp","hash_4C202068","hash_29E5B098","hash_4C202068","defined"
"chapadao","hash_39A07B65","HASH_39A07B65","direct","","[ydr]\qsmurinho00.ydr","","","matched"
"chapadao","hash_39A07B65","HASH_39A07B65","Drawable","[ytyp]\favela_quebradashop.ytyp","hash_39A07B65","hash_29E5B098","hash_39A07B65","defined"
"chapadao","hash_4C366EFE","HASH_4C366EFE","direct","","[ydr]\quebradashop2g.ydr","","","matched"
"chapadao","hash_4C366EFE","HASH_4C366EFE","Drawable","[ytyp]\favela_quebradashop.ytyp","hash_4C366EFE","hash_DAC99FC2","hash_4C366EFE","defined"
"chapadao","hash_A28B0723","HASH_A28B0723","direct","","[ydr]\qsbarraco30a.ydr","","","matched"
"chapadao","hash_A28B0723","HASH_A28B0723","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_A28B0723","hash_DAC99FC2","hash_A28B0723","defined"
"chapadao","hash_40F240ED","HASH_40F240ED","direct","","[ydr]\qsbarraco74b.ydr","","","matched"
"chapadao","hash_40F240ED","HASH_40F240ED","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_40F240ED","hash_DAC99FC2","hash_40F240ED","defined"
"chapadao","hash_3CC328D2","HASH_3CC328D2","direct","","[ydr]\qsbarraco81c.ydr","","","matched"
"chapadao","hash_3CC328D2","HASH_3CC328D2","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_3CC328D2","hash_DAC99FC2","hash_3CC328D2","defined"
"chapadao","hash_60C2675B","HASH_60C2675B","direct","","[ydr]\qsbarraco58c.ydr","","","matched"
"chapadao","hash_60C2675B","HASH_60C2675B","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_60C2675B","hash_DAC99FC2","hash_60C2675B","defined"
"chapadao","hash_751EAA65","HASH_751EAA65","direct","","[ydr]\qsbarraco75d.ydr","","","matched"
"chapadao","hash_751EAA65","HASH_751EAA65","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_751EAA65","hash_29E5B098","hash_751EAA65","defined"
"chapadao","hash_60357F73","HASH_60357F73","direct","","[ydr]\qsbarraco74a.ydr","","","matched"
"chapadao","hash_60357F73","HASH_60357F73","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_60357F73","hash_DAC99FC2","hash_60357F73","defined"
"chapadao","hash_6007D244","HASH_6007D244","direct","","[ydr]\qs44m.ydr","","","matched"
"chapadao","hash_6007D244","HASH_6007D244","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_6007D244","hash_DAC99FC2","hash_6007D244","defined"
"chapadao","hash_C5B8ADD8","HASH_C5B8ADD8","direct","","[ydr]\comercio6vb.ydr","","","matched"
"chapadao","hash_C5B8ADD8","HASH_C5B8ADD8","Drawable","[ydr]\barracoqs10.ytyp","hash_C5B8ADD8","hash_29E5B098","hash_C5B8ADD8","defined"
"chapadao","hash_B003B3D4","HASH_B003B3D4","direct","","[ydr]\quadra3_muro.ydr","","","matched"
"chapadao","hash_B003B3D4","HASH_B003B3D4","Drawable","[ydr]\barracoqs10.ytyp","hash_B003B3D4","hash_CBC6FBD3","hash_B003B3D4","defined"
"chapadao","hash_53B05517","HASH_53B05517","direct","","[ydr]\quebradashop_quadra5.ydr","","","matched"
"chapadao","hash_53B05517","HASH_53B05517","Drawable","[ytyp]\favela_quebradashop.ytyp","hash_53B05517","hash_6A53D78D","hash_53B05517","defined"
"chapadao","hash_3CB7FD18","HASH_3CB7FD18","direct","","[ydr]\quebradashop_quadra5detail.ydr","","","matched"
